browser,os, os_version, device_mode,utm_campaign,utm_medium,utm_source
Safari,Android, Android 11, Samsung Galaxy S20,BeautyBoulevard_PG_buying,paid_display,google_ads_display
Chrome,Windows, Windows 11, Lenovo ThinkPad T14s,[''],WellnessWave_RE_broad,paid_social,linkedin_ads
Chrome,Windows, Windows 10, Surface Pro 7,JewelryJunction_AQ_buying,paid_social,youtube_ads
Chrome,Windows, Windows 10, Dell XPS 13,JewelryJunction_KN_broad,paid_social,meta_ads_shopping
Edge,Android, Android 10, Samsung Galaxy S10e,FashionFestival_GY_buying,organic,search
Chrome,Android, Android 10, Samsung Galaxy S10,FashionWeek_IT_performance,paid_retargeting,meta_ads_retargeting
Firefox,Windows, Windows 10, Asus VivoBook Flip 14,ArtAlchemy_BS_performance,paid_display,google_ads_display
Safari,macOS, macOS Catalina, MacBook Air (Retina 13-inch Late 2019),MusicMajesty_HM_performance,paid_search,google_ads_shopping
Safari,macOS, macOS Monterey, iMac (Retina 4.5K 24-inch 2021),TravelTreasures_SB_buying,paid_social,meta_ads_shopping
Firefox,Windows, Windows 11, Dell XPS 15,[''],VintageVault_PT_buying,paid_social,pinterest_ads
Safari,Android, Android 12, Google Pixel 4,HealthHub_HU_buying,paid_display,meta_ads_display
Opera,Windows, Windows 8.1, Lenovo Yoga 920,JewelryJunction_HT_broad,paid_social,x_ads
Safari,Android, Android 10, Samsung Galaxy A50,AutoAlley_VC_performance,direct,direct
Edge,Android, Android 11, Samsung Galaxy S20,BeautyBoulevard_PG_buying,paid_search,google_ads_brand
Edge,Windows, Windows 10, Lenovo ThinkPad P1,UrbanUtopia_EG_buying,organic,search
Safari (in-app),Android, Android 11, Samsung Galaxy A71,KidsKingdom_VI_buying,paid_social,x_ads
Firefox,macOS, macOS Big Sur, MacBook Pro (16-inch 2020),HealthHub_HU_buying,paid_display,meta_ads_display
Firefox,macOS, macOS Monterey, iMac (24-inch M1 2021),HomeHarbor_CC_buying,paid_social,pinterest_ads
Firefox,Android, Android 11, Samsung Galaxy S20 Ultra,VintageVault_TF_buying,paid_social,meta_ads_awareness
Edge,macOS, macOS Catalina, MacBook Pro (13-inch Early 2019),KidsKarnival_PA_performance,paid_search,google_ads_shopping
Safari,macOS, macOS Big Sur, MacBook Pro (16-inch Late 2020),TravelFiesta_IN_performance,paid_social,youtube_ads
Safari,macOS, macOS Big Sur, MacBook Pro (16-inch 2020),HealthHaven_GD_broad,paid_display,meta_ads_display
Safari,Windows, Windows 11, Lenovo ThinkBook 14,KidsKingdom_NC_performance,paid_retargeting,meta_ads_retargeting
Firefox,Windows, Windows 11, Dell Inspiron 13 7000,UrbanUniverse_NI_broad,paid_retargeting,google_ads_retargeting
Edge,Android, Android 8, Samsung Galaxy S8,WellnessWave_RE_broad,paid_retargeting,google_ads_retargeting
Safari,Windows, Windows 10, Asus ZenBook Duo,KidsKingdom_NC_performance,organic,search
Firefox,Windows, Windows 11, Lenovo IdeaPad 3,ArtAtrium_BM_buying,organic,search
Edge,Android, Android 11, OnePlus 9,WellnessWave_AW_performance,paid_search,google_ads_brand
Opera,Windows, Windows 11, Asus TUF Gaming A15,[''],SportsSensation_GF_performance,paid_display,meta_ads_display
Firefox,macOS, macOS Catalina, MacBook Air (Retina 13-inch 2019),MusicMela_NZ_performance,paid_retargeting,meta_ads_retargeting
Safari,Windows, Windows 10, Dell G5 15,AutumnDeals_JP_buying,paid_social,x_ads
Edge,macOS, macOS Monterey, MacBook Air (Retina 13-inch 2021),WellnessWave_AW_performance,paid_social,meta_ads_shopping
Safari (in-app),Windows, Windows 11, Asus ZenBook Flip 13,KidsKingdom_VI_buying,paid_search,google_ads_brand
Edge,iOS, iOS 14.7, iPad Air 4th Gen,CraftCarnival_PL_performance,paid_display,meta_ads_display
Firefox,Android, Android 9, Samsung Galaxy A30,VintageVoyage_BB_broad,paid_social,x_ads
Firefox,Android, Android 11, Samsung Galaxy Z Flip,GourmetGala_PE_buying,paid_display,google_ads_display
Samsung Internet,Android, Android 7, Samsung Galaxy J5,AutoAlley_VC_performance,direct,direct
Safari (in-app),Windows, Windows 10, Dell G5 15,SportsSensation_BL_broad,direct,direct
Safari,Windows, Windows 11, Dell Inspiron 13 7000,NewYearBlast_ES_performance,paid_retargeting,meta_ads_retargeting
Chrome,macOS, macOS Catalina, iMac (27-inch 2019),KidsKarnival_PA_performance,paid_search,google_ads_shopping
Safari (in-app),Windows, Windows 11, Lenovo ThinkPad T14s,[''],MusicMela_NZ_performance,paid_search,google_ads_shopping
Safari (in-app),Android, Android 11, Samsung Galaxy S20 Ultra,SportsSpectacle_IO_buying,paid_display,meta_ads_display
Firefox,Android, Android 11, Samsung Galaxy A71,NatureNiche_HN_buying,paid_social,meta_ads_awareness
Chrome,Windows, Windows 10, Dell Latitude 7410,AutoAlcove_AS_buying,paid_search,google_ads_shopping
Safari,Android, Android 6, Moto G4,JewelryJunction_TK_performance,paid_social,pinterest_ads
Chrome,macOS, macOS Big Sur, MacBook Pro (16-inch Late 2020),CraftCarnival_PL_performance,organic,search
Chrome,Windows, Windows 10, Lenovo ThinkPad L13 Yoga,TravelTreasures_PR_broad,paid_search,google_ads_shopping
Firefox,Windows, Windows 11, Lenovo IdeaPad Flex 5,SportsSensation_GF_performance,paid_retargeting,google_ads_retargeting
Safari (in-app),macOS, macOS Big Sur, MacBook Pro (M1 13-inch 2020),[''],ArtAlchemy_BS_performance,paid_social,x_ads
Edge,Android, Android 8, Samsung Galaxy Note 8,PetParty_VC_performance,paid_social,x_ads
Chrome,macOS, macOS Monterey," MacBook Pro 16""",TravelTreasures_CL_performance,paid_search,google_ads_brand
Safari (in-app),Android, Android 10, Samsung Galaxy S10,MusicMystique_KN_buying,paid_display,google_ads_display
Opera,Windows, Windows 10, Dell Inspiron 15 3000,TechTrove_VU_broad,paid_social,pinterest_ads
Opera,macOS, macOS Catalina, MacBook Pro (15-inch 2019),GadgetGrove_AI_buying,paid_social,pinterest_ads
Edge,macOS, macOS Monterey, MacBook Pro (13-inch M1 2020),[''],BeautyBlitz_SA_performance,paid_search,google_ads_shopping
Firefox,Windows, Windows 10, Dell Inspiron 15 3000,VintageVault_PT_buying,paid_social,meta_ads_awareness
Firefox,Android, Android 10, Samsung Galaxy S10,GadgetGalore_RU_broad,paid_search,google_ads_brand
Firefox,Android, Android 11, Samsung Galaxy S20 Ultra,CraftCraze_GS_performance,paid_display,google_ads_display
Chrome,Windows, Windows 11, Asus VivoBook 14,TravelTrove_PY_buying,paid_retargeting,google_ads_retargeting
Opera,macOS, macOS Monterey," MacBook Pro 16""",JewelryJubilee_DK_buying,paid_social,x_ads
Firefox,Android, Android 9, Samsung Galaxy S9,WellnessWave_RE_broad,paid_social,meta_ads_shopping
Firefox,iOS, iOS 14.3, iPhone 12 Pro,NatureNiche_HN_buying,paid_social,meta_ads_shopping
Safari,Windows, Windows 10, Asus ZenBook Duo,ArtAlchemy_BS_performance,paid_search,google_ads_brand
Chrome,Windows, Windows 11, Surface Laptop 4,FashionFestival_GP_performance,paid_social,meta_ads_awareness
Samsung Internet,Android, Android 10, Samsung Galaxy A70,NatureNiche_HN_buying,paid_social,youtube_ads
Samsung Internet,Windows, Windows 10, Asus ROG Zephyrus G14,AdventureArchipelago_BL_buying,paid_social,x_ads
Samsung Internet,Windows, Windows 10, Asus ZenBook 13,KidsKingdom_NC_performance,paid_social,x_ads
Firefox,macOS, macOS Catalina, MacBook Pro (16-inch 2019),KidsKingdom_NC_performance,paid_social,meta_ads_shopping
Safari (in-app),iOS, iOS 14.7, iPad Air 4th Gen,FoodFusion_AI_performance,paid_social,youtube_ads
Firefox,Windows, Windows 11, Asus TUF Gaming A15,[''],HealthHub_PN_buying,paid_social,youtube_ads
Edge,Windows, Windows 10, Asus VivoBook Flip 14,BookBazaar_SE_broad,paid_social,x_ads
Safari (in-app),macOS, macOS Big Sur, MacBook Air,AdventureAtlas_NR_buying,paid_display,google_ads_display
Firefox,iOS, iOS 14.1, iPhone 11,FoodFestival_LC_broad,paid_search,google_ads_shopping
Firefox,Windows, Windows 10, Lenovo Yoga C940,KidsKingdom_VI_buying,paid_search,google_ads_brand
Opera,Android, Android 6, Moto G4,ArtAtrium_BM_buying,paid_social,meta_ads_shopping
Safari,Android, Android 11, Samsung Galaxy S20 Ultra,FashionFiesta_VE_performance,paid_social,linkedin_ads
Chrome,Android, Android 12, Samsung Galaxy Note 21,[''],ToyTreasure_NO_performance,direct,direct
Firefox,macOS, macOS Big Sur, MacBook Air (M1 2020),[''],TechTrove_SR_broad,paid_search,google_ads_brand
Firefox,Windows, Windows 10, Lenovo Legion Y540,KidsKingdom_VI_buying,paid_social,x_ads
Safari,Windows, Windows 11, Lenovo Legion 5 Pro,[''],NatureNest_IL_performance,organic,search
Firefox,macOS, macOS Catalina, MacBook Pro (16-inch 2019),CraftCarnival_TV_broad,organic,search
Firefox,Windows, Windows 11, Dell Precision 7550,FashionFiesta_VE_performance,paid_social,linkedin_ads
Firefox,macOS, macOS Monterey, iMac (Retina 4.5K 24-inch 2021),CraftCarnival_PL_performance,paid_social,meta_ads_awareness
Chrome,iOS, iOS 14.3, iPhone 12 Pro,WellnessWave_AW_performance,paid_search,google_ads_shopping
Safari,macOS, macOS Monterey, MacBook Air (Retina 13-inch 2021),HolidaySpecials_DE_broad,paid_display,meta_ads_display
Firefox,Android, Android 11, Samsung Galaxy S20,WellnessWave_RE_broad,paid_social,youtube_ads
Safari,Android, Android 7, Samsung Galaxy S7,MusicMystique_MF_broad,paid_retargeting,meta_ads_retargeting
Samsung Internet,Windows, Windows 10, Dell XPS 13,MusicMajesty_BB_buying,paid_social,youtube_ads
Safari,Android, Android 9, Samsung Galaxy A30,ToyTreasure_CK_broad,paid_social,pinterest_ads
Chrome,macOS, macOS Catalina, MacBook Pro (13-inch 2019),AutoAvenue_BQ_broad,paid_retargeting,meta_ads_retargeting
Safari (in-app),Android, Android 8, Samsung Galaxy S8,BeautyBoulevard_PG_buying,paid_display,google_ads_display
Firefox,Android, Android 6, Moto G4,ToyTemple_DM_buying,paid_social,meta_ads_shopping
Edge,macOS, macOS Catalina, MacBook Pro (13-inch 2019),TechTrends_PM_buying,paid_retargeting,google_ads_retargeting
Samsung Internet,Windows, Windows 11, Lenovo Legion 5 Pro,[''],KidsKingdom_NC_performance,paid_social,meta_ads_awareness
Firefox,Windows, Windows 11, Lenovo IdeaPad 3,AdventureAtlas_SH_performance,paid_display,google_ads_display
Opera,macOS, macOS Big Sur, MacBook Air (M1 2020),[''],CraftCraze_BZ_buying,paid_social,linkedin_ads
Safari,Windows, Windows 10, Lenovo ThinkPad L13 Yoga,UrbanUniverse_MS_broad,paid_social,linkedin_ads
Firefox,iOS, iOS 13.7, iPhone X,ArtAuction_BE_broad,paid_social,pinterest_ads
Firefox,Android, Android 10, Samsung Galaxy Note 10,AdventureAtlas_NR_buying,paid_social,youtube_ads
Chrome,macOS, macOS Monterey, iMac (Retina 4.5K 24-inch 2021),VintageVault_TF_buying,paid_social,meta_ads_awareness
Safari (in-app),Windows, Windows 11, Asus VivoBook 14,AdventureAtlas_JM_performance,direct,direct
Edge,Windows, Windows 10, Asus ZenBook 13,TechTrove_SR_broad,paid_social,x_ads
Samsung Internet,macOS, macOS Catalina, iMac Pro (2019),ToyTemple_DM_buying,paid_social,youtube_ads
Samsung Internet,macOS, macOS Catalina, MacBook Air (Retina 13-inch 2019),SportsSensation_FJ_performance,paid_social,linkedin_ads
Samsung Internet,Android, Android 12, Samsung Galaxy S21,[''],JewelryJunction_KN_broad,paid_social,meta_ads_awareness
Firefox,macOS, macOS Catalina, MacBook Pro (13-inch 2019),JewelryJunction_AQ_buying,paid_social,meta_ads_shopping
Opera,Android, Android 12, Samsung Galaxy Z Fold 3,[''],FashionFestival_GY_buying,paid_social,youtube_ads
Opera,Windows, Windows 10, Lenovo ThinkPad L13 Yoga,GourmetGala_PE_buying,organic,search
Edge,Windows, Windows 11, Asus ZenBook Flip 13,JewelryJunction_TK_performance,paid_social,pinterest_ads
Samsung Internet,Android, Android 12, Google Pixel 4,PetParade_AX_broad,paid_search,google_ads_shopping
Safari (in-app),Android, Android 11, Samsung Galaxy A71,LuxuryLobby_TK_buying,organic,search
Firefox,Android, Android 11, Samsung Galaxy A51,LuxuryLobby_HT_performance,paid_social,youtube_ads
Safari,Windows, Windows 11, Asus ZenBook Flip 13,TechTemple_UM_performance,paid_social,youtube_ads
Firefox,Windows, Windows 11, Asus VivoBook 14,AdventureAtlas_SH_performance,paid_retargeting,google_ads_retargeting
Chrome,iOS, iOS 15.0, iPhone 13,ToyTreasure_NO_performance,paid_social,x_ads
Chrome,iOS, iOS 14.7, iPad Air 4th Gen,JewelryJunction_AQ_buying,paid_social,linkedin_ads
Firefox,Windows, Windows 10, Dell Inspiron 15 3000,WellnessWave_CO_broad,paid_display,google_ads_display
Firefox,macOS, macOS Catalina, iMac Pro (2019),UrbanUniverse_NI_broad,paid_search,google_ads_shopping
Firefox,Android, Android 10, OnePlus 8,HomeHarmony_BM_broad,direct,direct
Samsung Internet,Windows, Windows 10, Asus VivoBook Flip 14,SportsSensation_GF_performance,paid_social,linkedin_ads
Edge,Android, Android 10, Samsung Galaxy A50,GadgetGrove_WS_broad,paid_social,x_ads
Firefox,Windows, Windows 11, Dell Precision 7550,SportsSensation_FJ_performance,paid_social,meta_ads_shopping
Chrome,macOS, macOS Catalina, MacBook Pro (13-inch Early 2019),SportsMania_BR_broad,paid_social,meta_ads_shopping
Safari (in-app),Android, Android 11, Samsung Galaxy Note 20,SportsSpectacle_PA_broad,paid_display,meta_ads_display
Samsung Internet,Android, Android 8, Samsung Galaxy S8+,GardenGrove_CK_broad,paid_social,linkedin_ads
Firefox,macOS, macOS Monterey, iMac (Retina 5K 27-inch Early 2021),GadgetGrove_CR_buying,paid_social,pinterest_ads
Opera,Windows, Windows 10, Dell Latitude 7410,TechTrove_SR_broad,paid_social,pinterest_ads
Samsung Internet,macOS, macOS Catalina, MacBook Pro (15-inch 2019),FashionFiesta_VE_performance,paid_social,x_ads
Firefox,iOS, iOS 13.7, iPhone X,SportsSpectacle_PA_broad,organic,search
Firefox,Android, Android 10, Samsung Galaxy A50,ToyTemple_DM_buying,paid_display,meta_ads_display
Firefox,Android, Android 10, Samsung Galaxy A70,NatureNiche_HN_buying,organic,search
Safari (in-app),Windows, Windows 10, Dell G5 15,NatureNiche_HN_buying,paid_display,meta_ads_display
Edge,Windows, Windows 11, Asus ROG Flow X13,TechExpo_FR_broad,paid_social,meta_ads_awareness
Safari (in-app),Windows, Windows 10, Asus ROG Zephyrus G14,NatureNest_IC_performance,paid_retargeting,google_ads_retargeting
Samsung Internet,Android, Android 12, Samsung Galaxy A52,ToyTreasure_GD_buying,paid_social,youtube_ads
Safari,Windows, Windows 10, Lenovo ThinkPad X1 Carbon,PetPalace_PM_buying,paid_retargeting,google_ads_retargeting
Firefox,macOS, macOS Big Sur, MacBook Air,ToyTreasure_GD_buying,organic,search
Safari,iOS, iOS 13.6, iPhone 8,UrbanUtopia_GU_performance,paid_social,pinterest_ads
Edge,macOS, macOS Catalina," MacBook Pro 13""",LuxuryLounge_NL_broad,paid_display,meta_ads_display
Samsung Internet,Android, Android 7, HTC U11,GourmetGrove_BO_broad,paid_social,linkedin_ads
Safari (in-app),Windows, Windows 11, Lenovo ThinkBook 14,FashionFestival_BW_buying,paid_social,youtube_ads
Firefox,macOS, macOS Catalina, MacBook Pro (13-inch 2019),ToyTemple_DM_buying,paid_social,pinterest_ads
Opera,Windows, Windows 10, Dell Inspiron 15 3000,GardenGrove_CK_broad,paid_social,meta_ads_awareness
Samsung Internet,Android, Android 10, Samsung Galaxy A70,AdventureAtlas_JM_performance,organic,search
Firefox,Android, Android 12, Samsung Galaxy A52,ToyTemple_DM_buying,organic,search
Safari,macOS, macOS Big Sur, iMac (21.5-inch Late 2020),BeautyBlitz_SA_performance,paid_social,meta_ads_shopping
Safari (in-app),iOS, iOS 14.4, iPhone 12 Mini,JewelryJunction_SH_performance,paid_display,meta_ads_display
Edge,Android, Android 11, Samsung Galaxy Z Flip,GardenGala_EH_performance,paid_social,linkedin_ads
Opera,macOS, macOS Monterey, MacBook Pro (13-inch M1 2020),[''],TechTrends_UY_buying,paid_display,google_ads_display
Opera,Windows, Windows 11, Dell Alienware m15 R4,[''],GadgetGrove_CR_buying,paid_display,meta_ads_display
Chrome,Windows, Windows 10, Surface Pro 7,WellnessWave_RE_broad,paid_social,youtube_ads
Safari (in-app),macOS, macOS Big Sur, MacBook Pro (16-inch 2020),MusicMajesty_KI_broad,paid_display,google_ads_display
Firefox,macOS, macOS Big Sur, MacBook Air (Retina 13-inch Early 2020),AdventureAtlas_NR_buying,paid_social,youtube_ads
Firefox,Windows, Windows 11, Dell XPS 15,[''],CraftCraze_BZ_buying,direct,direct
Safari (in-app),Android, Android 9, Samsung Galaxy S9,VintageVista_NU_performance,paid_search,google_ads_brand
Safari,macOS, macOS Catalina, MacBook Pro (16-inch 2019),PetParade_FI_broad,paid_display,meta_ads_display
Firefox,macOS, macOS Catalina," MacBook Pro 13""",ToyTreasure_GD_buying,paid_social,pinterest_ads
Opera,Android, Android 9, Samsung Galaxy A30,SportsSpectacle_IO_buying,paid_social,x_ads
Chrome,Android, Android 8, LG G7 ThinQ,MovieMania_AT_broad,paid_social,meta_ads_shopping
Safari,Windows, Windows 11, Asus TUF Gaming A15,[''],FoodFiesta_GG_buying,paid_search,google_ads_brand
Firefox,Windows, Windows 10, Surface Pro 7,FoodFiesta_GG_buying,paid_retargeting,meta_ads_retargeting
Firefox,Android, Android 8, LG G7 ThinQ,NatureNiche_HN_buying,paid_retargeting,google_ads_retargeting
Safari,iOS, iOS 14.4, iPhone 12 Mini,MusicMajesty_KI_broad,paid_social,meta_ads_shopping
Edge,macOS, macOS Monterey, MacBook Pro (13-inch M1 2020),[''],PetParade_AX_broad,organic,search
Firefox,macOS, macOS Monterey, MacBook Pro (14-inch 2021),GardenGala_EH_performance,paid_social,linkedin_ads
Firefox,Android, Android 11, Samsung Galaxy A71,GadgetGrove_RE_broad,paid_retargeting,google_ads_retargeting
Samsung Internet,Windows, Windows 11, Asus VivoBook S15,FoodFiesta_GG_buying,paid_social,meta_ads_shopping
Firefox,macOS, macOS Monterey, MacBook Pro (13-inch M1 2020),[''],TechTemple_UM_performance,paid_retargeting,meta_ads_retargeting
Edge,Windows, Windows 11, Lenovo IdeaPad 3,MusicMajesty_HM_performance,organic,search
Firefox,macOS, macOS Catalina, iMac (27-inch 2019),GourmetGrove_BO_broad,paid_social,meta_ads_awareness
Opera,Windows, Windows 8.1, Lenovo Yoga 920,GourmetGrove_SL_broad,paid_retargeting,google_ads_retargeting
Opera,Windows, Windows 11, Asus VivoBook S15,SportsMania_BR_broad,paid_search,google_ads_shopping
Safari,Windows, Windows 11, Dell Inspiron 14 5000,MovieMania_AT_broad,organic,search
Firefox,Android, Android 10, Samsung Galaxy Note 10,HomeHaven_GP_performance,paid_search,google_ads_brand
Samsung Internet,macOS, macOS Big Sur, MacBook Pro (13-inch Mid 2020),AdventureAtlas_SH_performance,paid_social,youtube_ads
Firefox,Android, Android 11, Samsung Galaxy Z Flip,WellnessWave_RE_broad,paid_retargeting,google_ads_retargeting
Firefox,Android, Android 8, Samsung Galaxy S8,BeautyBoulevard_PG_buying,paid_social,meta_ads_awareness
Edge,Android, Android 11, Samsung Galaxy S20 Ultra,BeautyBoulevard_NR_broad,organic,search
Chrome,macOS, macOS Catalina, MacBook Air (Retina 13-inch Late 2019),ArtAtrium_BM_buying,paid_social,youtube_ads
Firefox,Android, Android 10, Samsung Galaxy S10e,SportsSpectacle_IO_buying,paid_retargeting,google_ads_retargeting
Samsung Internet,Android, Android 11, Samsung Galaxy S20,LuxuryLounge_YT_broad,paid_social,meta_ads_shopping
Edge,Windows, Windows 10, Asus VivoBook Flip 14,ArtAtrium_BM_buying,paid_search,google_ads_shopping
Samsung Internet,Android, Android 12, Google Pixel 4,GourmetGrove_BO_broad,paid_social,pinterest_ads
Edge,Windows, Windows 10, Lenovo Yoga C940,TravelTrove_DG_performance,paid_social,meta_ads_shopping
Samsung Internet,Windows, Windows 10, Dell XPS 13,WellnessWorld_EC_performance,paid_social,x_ads
Edge,Android, Android 11, Samsung Galaxy Tab S7,NatureNest_IL_performance,paid_social,meta_ads_awareness
Firefox,iOS, iOS 14.3, iPhone 12 Pro,NatureNook_MP_broad,paid_social,linkedin_ads
Samsung Internet,macOS, macOS Catalina," MacBook Pro 13""",FashionFestival_BW_buying,paid_display,meta_ads_display
Edge,Android, Android 9, Samsung Galaxy S9+,HomeHarbor_CC_buying,paid_social,meta_ads_shopping
Firefox,macOS, macOS Catalina," MacBook Pro 13""",ToyTemple_DM_buying,paid_search,google_ads_brand
Edge,Android, Android 11, Samsung Galaxy A51,MusicMajesty_KI_broad,paid_search,google_ads_shopping
Edge,Android, Android 10, Samsung Galaxy A70,WellnessWave_AW_performance,paid_social,meta_ads_shopping
Chrome,Android, Android 11, Google Pixel 5,VintageVault_TF_buying,paid_retargeting,meta_ads_retargeting
Samsung Internet,macOS, macOS Monterey, MacBook Air (Retina 13-inch 2021),VintageVault_TF_buying,organic,search
Safari (in-app),macOS, macOS Big Sur, MacBook Pro (16-inch Late 2020),AutoAlley_VC_performance,paid_social,x_ads
Chrome,Windows, Windows 11, Lenovo IdeaPad Flex 5,ToyTreasure_NO_performance,paid_search,google_ads_shopping
Opera,iOS, iOS 13.6, iPhone 8,TravelTreasures_SB_buying,paid_search,google_ads_brand
Firefox,Windows, Windows 10, Asus ROG Strix Scar 15,FashionFiesta_VE_performance,paid_search,google_ads_shopping
Safari (in-app),Android, Android 8, Samsung Galaxy S8+,TravelTreasures_PR_broad,paid_social,meta_ads_awareness
Opera,Android, Android 9, Samsung Galaxy Note 9,BeautyBlast_MF_performance,direct,direct
Chrome,Windows, Windows 11, Asus VivoBook 14,MusicMajesty_BB_buying,paid_retargeting,google_ads_retargeting
Safari (in-app),Windows, Windows 11, Lenovo IdeaPad Flex 5,WellnessWave_AW_performance,direct,direct
Opera,macOS, macOS Monterey," MacBook Pro 16""",BeautyBlitz_SA_performance,paid_social,youtube_ads
Edge,Android, Android 9, Samsung Galaxy Note 9,GourmetGala_MH_performance,paid_retargeting,google_ads_retargeting
Samsung Internet,macOS, macOS Monterey, MacBook Air (Retina 13-inch 2021),FashionFestival_BW_buying,organic,search
Safari (in-app),Android, Android 11, Samsung Galaxy Z Flip,TechExpo_FR_broad,paid_social,pinterest_ads
Chrome,Android, Android 10, Samsung Galaxy S10,HomeHaven_GP_performance,paid_social,x_ads
Firefox,macOS, macOS Monterey, iMac (24-inch M1 2021),JewelryJunction_HT_broad,paid_social,x_ads
Chrome,macOS, macOS Monterey, iMac (24-inch M1 2021),TechTrends_UY_buying,paid_retargeting,google_ads_retargeting
Samsung Internet,Windows, Windows 11, Asus ROG Flow X13,GadgetGrove_AI_buying,direct,direct
Firefox,Android, Android 10, Samsung Galaxy S10,JewelryJunction_SH_performance,paid_retargeting,google_ads_retargeting
Firefox,Android, Android 8, Samsung Galaxy Note 8,CraftCarnival_TT_buying,paid_social,x_ads
Firefox,Android, Android 12, Samsung Galaxy A52,SpringSale_US_broad,paid_social,youtube_ads
Edge,Android, Android 11, Samsung Galaxy Tab S7,PetParade_FI_broad,paid_social,pinterest_ads
Firefox,Android, Android 12, Samsung Galaxy Z Fold 3,[''],AutoAlcove_AS_buying,paid_display,meta_ads_display
Edge,iOS, iOS 13.6, iPhone 8,SportsMania_BR_broad,paid_display,google_ads_display
Safari (in-app),Android, Android 11, Samsung Galaxy Z Flip,UrbanUtopia_EA_buying,paid_social,meta_ads_awareness
Samsung Internet,Windows, Windows 10, Lenovo ThinkPad P1,TravelTreasures_PR_broad,paid_retargeting,google_ads_retargeting
Edge,iOS, iOS 14.1, iPhone 11,CraftCarnival_TT_buying,paid_retargeting,google_ads_retargeting
Safari,macOS, macOS Big Sur, MacBook Air,BeautyBoulevard_MQ_buying,paid_social,x_ads
Firefox,iOS, iOS 13.6, iPhone 8,UrbanUtopia_EA_buying,direct,direct
Chrome,macOS, macOS Catalina, MacBook Pro (13-inch 2019),UrbanUtopia_EA_buying,direct,direct
Firefox,Windows, Windows 10, Asus ZenBook 13,GardenGala_IE_performance,paid_retargeting,meta_ads_retargeting
Firefox,Windows, Windows 11, Dell Inspiron 13 7000,AutoAlley_GT_performance,paid_social,linkedin_ads
Firefox,macOS, macOS Big Sur, iMac (21.5-inch Late 2020),CraftCarnival_PL_performance,paid_social,x_ads
Samsung Internet,macOS, macOS Monterey, iMac Pro (2021),[''],JewelryJunction_TK_performance,paid_social,pinterest_ads
Firefox,Android, Android 12, Samsung Galaxy A52,UrbanUniverse_NI_broad,paid_social,pinterest_ads
Firefox,Windows, Windows 10, Dell Vostro 15 7500,ToyTreasure_CP_performance,paid_social,meta_ads_awareness
Safari (in-app),Windows, Windows 11, Lenovo ThinkPad T14s,[''],ArtAuction_BE_broad,paid_social,pinterest_ads
Edge,Android, Android 9, Samsung Galaxy S9,GadgetGrove_RE_broad,paid_social,linkedin_ads
Safari (in-app),Android, Android 7, HTC U11,HomeHarbor_CC_buying,paid_social,x_ads
Safari,Android, Android 11, Samsung Galaxy S20 Ultra,HomeHarmony_TT_broad,organic,search
Opera,macOS, macOS Monterey, iMac (Retina 4.5K 24-inch 2021),LuxuryLobby_HT_performance,paid_social,pinterest_ads
Samsung Internet,Windows, Windows 11, Asus VivoBook S15,GadgetGrove_NF_performance,paid_search,google_ads_shopping
Samsung Internet,Android, Android 11, Samsung Galaxy S20,NatureNest_IL_performance,paid_social,x_ads
Firefox,Android, Android 7, Samsung Galaxy S7,CraftCraze_BZ_buying,paid_display,meta_ads_display
Safari,Windows, Windows 10, Lenovo ThinkPad L13 Yoga,FoodFiesta_MX_buying,paid_retargeting,google_ads_retargeting
Firefox,Android, Android 10, Samsung Galaxy S10,BookBazaar_SE_broad,paid_retargeting,google_ads_retargeting
Safari (in-app),iOS, iOS 14.3, iPhone 12 Pro,ToyTreasure_NO_performance,paid_social,youtube_ads
Firefox,iOS, iOS 14.3, iPhone 12 Pro,NatureNiche_KY_buying,paid_retargeting,google_ads_retargeting
Firefox,iOS, iOS 14.3, iPhone 12 Pro,BeautyBoulevard_MQ_buying,paid_social,meta_ads_awareness
Opera,Android, Android 12, Samsung Galaxy A52,ToyTreasure_NO_performance,paid_social,x_ads
Edge,Android, Android 11, Samsung Galaxy Tab S7,GardenGala_EH_performance,paid_social,pinterest_ads
Safari,iOS, iOS 14.7, iPad Air 4th Gen,KidsKingdom_NC_performance,paid_social,linkedin_ads
Samsung Internet,macOS, macOS Big Sur, MacBook Pro (M1 13-inch 2020),[''],JewelryJunction_HT_broad,paid_display,meta_ads_display
Opera,macOS, macOS Monterey, MacBook Pro (14-inch Late 2021),[''],TravelTreasures_PR_broad,paid_social,linkedin_ads
Safari (in-app),Android, Android 11, Samsung Galaxy S20,FoodFiesta_MX_buying,paid_display,meta_ads_display
Firefox,Windows, Windows 10, Dell G5 15,NatureNiche_KY_buying,paid_social,meta_ads_shopping
Opera,Windows, Windows 11, Dell Inspiron 13 7000,VintageVault_TF_buying,paid_social,youtube_ads
Firefox,macOS, macOS Monterey," MacBook Pro 16""",JewelryJunction_HT_broad,paid_retargeting,google_ads_retargeting
Opera,macOS, macOS Monterey, MacBook Pro (14-inch Late 2021),[''],TravelTrove_PY_buying,paid_search,google_ads_shopping
Firefox,Android, Android 8, Samsung Galaxy J7,ToyTreasure_NO_performance,paid_social,youtube_ads
Opera,iOS, iOS 13.7, iPhone X,SpringSale_US_broad,direct,direct
