browser,os, os_version, device_mode,utm_campaign,utm_medium,utm_source
Firefox,macOS, macOS Big Sur, iMac (2020),VintageVista_NU_performance,paid_retargeting,meta_ads_retargeting
Opera,macOS, macOS Catalina, MacBook Pro (13-inch 2019),AutoAvenue_BQ_broad,paid_social,linkedin_ads
Opera,Android, Android 10, Samsung Galaxy Note 10,PetParade_FI_broad,paid_retargeting,meta_ads_retargeting
Opera,iOS, iOS 14.7, iPad Air 4th Gen,ToyTemple_DM_buying,paid_display,google_ads_display
Edge,macOS, macOS Big Sur, MacBook Pro (13-inch Mid 2020),CraftCraze_GS_performance,paid_social,pinterest_ads
Chrome,Android, Android 12, Google Pixel 4,TravelTreasures_SB_buying,paid_search,google_ads_shopping
Firefox,macOS, macOS Big Sur, iMac (2020),HealthHub_PN_buying,paid_search,google_ads_brand
Safari (in-app),macOS, macOS Catalina, MacBook Pro (13-inch 2019),MusicMajesty_KI_broad,paid_social,linkedin_ads
Safari (in-app),Android, Android 12, OnePlus 9 Pro,ToyTreasure_CP_performance,paid_retargeting,meta_ads_retargeting
Firefox,macOS, macOS Catalina, MacBook Air (Retina 13-inch Late 2019),TechExpo_FR_broad,paid_retargeting,meta_ads_retargeting
Edge,macOS, macOS Catalina, MacBook Pro (13-inch 2019),LuxuryLobby_HT_performance,paid_social,x_ads
Samsung Internet,macOS, macOS Monterey, MacBook Air (Retina 13-inch Mid 2021),TravelTreasures_SB_buying,paid_social,meta_ads_shopping
Firefox,Android, Android 9, Samsung Galaxy S9,GardenGala_IE_performance,paid_social,linkedin_ads
Opera,macOS, macOS Monterey, MacBook Pro (14-inch 2021),JewelryJunction_HT_broad,paid_search,google_ads_brand
Edge,macOS, macOS Big Sur, MacBook Air (M1 2020),[''],WellnessWave_CO_broad,paid_social,meta_ads_awareness
Samsung Internet,macOS, macOS Monterey," MacBook Pro 16""",BackToSchool_AU_buying,paid_search,google_ads_shopping
Samsung Internet,Android, Android 6, Moto G4,VintageVista_NU_performance,organic,search
Edge,macOS, macOS Catalina, MacBook Pro (16-inch 2019),FoodFiesta_GG_buying,paid_retargeting,meta_ads_retargeting
Samsung Internet,iOS, iOS 14.1, iPhone 11,HomeHarbor_CC_buying,paid_social,meta_ads_shopping
Safari,iOS, iOS 14.2, iPhone 12,KidsKarnival_GF_broad,paid_search,google_ads_shopping
Chrome,Windows, Windows 11, Asus ZenBook Flip 13,SportsSensation_GF_performance,direct,direct
Samsung Internet,macOS, macOS Catalina, MacBook Air (Retina 13-inch 2019),GardenGrove_CK_broad,paid_search,google_ads_shopping
Samsung Internet,Windows, Windows 10, Dell Latitude 7410,FoodFusion_AI_performance,direct,direct
Opera,macOS, macOS Big Sur, MacBook Pro (M1 13-inch 2020),[''],ArtAlchemy_VC_performance,paid_social,meta_ads_awareness
Safari,Android, Android 12, OnePlus 9 Pro,FashionFestival_GP_performance,paid_search,google_ads_shopping
Safari (in-app),Android, Android 11, Samsung Galaxy S20,CraftCarnival_PL_performance,paid_search,google_ads_brand
Safari,Android, Android 9, Samsung Galaxy S9,ArtAlchemy_BS_performance,paid_retargeting,meta_ads_retargeting
Samsung Internet,Windows, Windows 10, Asus ROG Strix Scar 15,GadgetGrove_WS_broad,organic,search
Edge,macOS, macOS Big Sur, MacBook Pro (16-inch Late 2020),LuxuryLobby_HT_performance,paid_social,linkedin_ads
Samsung Internet,Windows, Windows 10, Dell Vostro 15 7500,NatureNiche_HN_buying,direct,direct
Samsung Internet,Android, Android 9, Samsung Galaxy Note 9,CraftCarnival_PL_performance,paid_social,meta_ads_awareness
Opera,Windows, Windows 10, Lenovo ThinkPad X1 Carbon,GourmetGrove_BO_broad,paid_social,linkedin_ads
Firefox,Windows, Windows 10, Dell XPS 13,SportsSensation_BL_broad,paid_search,google_ads_shopping
Firefox,Windows, Windows 10, Lenovo Legion Y540,FashionFestival_GY_buying,paid_search,google_ads_shopping
Firefox,iOS, iOS 14.7, iPad Air 4th Gen,ToyTreasure_CP_performance,paid_display,google_ads_display
Opera,Windows, Windows 11, Lenovo Legion 5 Pro,[''],BeautyBlast_MF_performance,organic,search
Safari (in-app),Windows, Windows 10, Lenovo Yoga C940,FashionFiesta_VE_performance,organic,search
Chrome,iOS, iOS 13.7, iPhone X,CraftCraze_GS_performance,paid_search,google_ads_brand
Chrome,iOS, iOS 14.2, iPhone 12,FashionWeek_IT_performance,organic,search
Edge,iOS, iOS 13.6, iPhone 8,LuxuryLobby_HT_performance,paid_social,meta_ads_shopping
Opera,Windows, Windows 10, Dell G5 15,VintageVista_NU_performance,paid_social,meta_ads_awareness
Firefox,iOS, iOS 14.2, iPhone 12,ArtAtrium_BM_buying,paid_search,google_ads_brand
Firefox,macOS, macOS Catalina, MacBook Air (Retina 13-inch 2019),CraftCraze_GS_performance,paid_social,youtube_ads
Samsung Internet,Android, Android 9, Samsung Galaxy S9+,CraftCraze_GS_performance,paid_social,pinterest_ads
Chrome,macOS, macOS Big Sur, iMac (24-inch M1 2020),[''],FashionWeek_IT_performance,paid_social,meta_ads_shopping
Chrome,macOS, macOS Big Sur, MacBook Air (Retina 13-inch Early 2020),TechTrends_PM_buying,paid_social,meta_ads_awareness
Opera,Android, Android 10, Samsung Galaxy Z Fold 2,SportsSensation_BL_broad,paid_display,google_ads_display
Safari,Windows, Windows 10, Dell XPS 13,FoodFusion_AG_broad,paid_social,youtube_ads
Edge,Windows, Windows 10, Dell Inspiron 15 3000,AutoAvenue_BQ_broad,paid_display,meta_ads_display
Samsung Internet,macOS, macOS Big Sur, MacBook Air (M1 2020),[''],GourmetGrove_BO_broad,paid_social,youtube_ads
Firefox,Android, Android 11, Samsung Galaxy Note 20 Ultra,KidsKingdom_VI_buying,paid_display,meta_ads_display
Firefox,macOS, macOS Big Sur, MacBook Air (M1 2020),[''],GadgetGalore_RU_broad,paid_social,meta_ads_awareness
Firefox,macOS, macOS High Sierra," MacBook Pro 15""",LuxuryLounge_NL_broad,direct,direct
Firefox,Android, Android 10, Samsung Galaxy S10,SportsSensation_BL_broad,paid_search,google_ads_shopping
Safari,Android, Android 8, LG G7 ThinQ,HealthHaven_GD_broad,paid_display,google_ads_display
Safari,macOS, macOS Monterey, iMac (Retina 5K 27-inch Early 2021),WinterClearance_CA_buying,paid_social,youtube_ads
Safari (in-app),Android, Android 10, Samsung Galaxy Note 10+,GardenGrove_LC_buying,paid_display,google_ads_display
Chrome,Android, Android 9, Samsung Galaxy S9,JewelryJunction_AQ_buying,paid_search,google_ads_shopping
Safari,macOS, macOS Monterey, MacBook Pro (14-inch 2021),WellnessWorld_EC_performance,paid_retargeting,google_ads_retargeting
Edge,iOS, iOS 14.3, iPhone 12 Pro,KidsKingdom_VI_buying,paid_social,x_ads
Firefox,macOS, macOS High Sierra," MacBook Pro 15""",HomeHaven_GP_performance,paid_social,meta_ads_shopping
Opera,Windows, Windows 10, Asus ZenBook Duo,BeautyBlast_MF_performance,paid_display,meta_ads_display
Safari (in-app),Android, Android 11, Samsung Galaxy A51,TechTrends_UY_buying,paid_search,google_ads_shopping
Firefox,macOS, macOS Monterey, MacBook Pro (16-inch 2021),[''],TravelTrove_DG_performance,paid_social,pinterest_ads
Safari (in-app),Windows, Windows 11, Asus ROG Flow X13,HomeHarmony_TT_broad,paid_retargeting,meta_ads_retargeting
Safari (in-app),Windows, Windows 10, Asus VivoBook Flip 14,TechExpo_FR_broad,paid_search,google_ads_brand
Edge,Android, Android 10, Samsung Galaxy S10,GadgetGrove_WS_broad,paid_retargeting,google_ads_retargeting
Safari (in-app),Windows, Windows 10, Asus ROG Strix Scar 15,AutoAvenue_BQ_broad,paid_retargeting,google_ads_retargeting
Safari (in-app),macOS, macOS Monterey," MacBook Pro 16""",JewelryJunction_SH_performance,paid_search,google_ads_shopping
Chrome,macOS, macOS Monterey, MacBook Air (Retina 13-inch Mid 2021),HealthHaven_SV_broad,paid_display,meta_ads_display
Safari,iOS, iOS 13.7, iPhone X,GourmetGrove_MQ_buying,paid_display,meta_ads_display
Chrome,Windows, Windows 11, Lenovo IdeaPad 3,PetParade_FI_broad,paid_social,linkedin_ads
Firefox,Android, Android 12, Google Pixel 4,AutoAlley_VC_performance,paid_social,meta_ads_shopping
Chrome,macOS, macOS Catalina, iMac (21.5-inch 2019),FashionWeek_IT_performance,paid_social,meta_ads_awareness
Samsung Internet,Android, Android 7, Samsung Galaxy S7 Edge,VintageVoyage_BB_broad,paid_retargeting,google_ads_retargeting
Samsung Internet,Windows, Windows 11, Lenovo Legion 5 Pro,[''],HolidaySpecials_DE_broad,paid_search,google_ads_brand
Edge,Windows, Windows 11, Dell XPS 15,[''],TravelTreasures_SB_buying,paid_display,google_ads_display
Firefox,Windows, Windows 10, Dell Latitude 7410,KidsKingdom_NC_performance,paid_display,meta_ads_display
Firefox,Windows, Windows 10, Dell XPS 13,NatureNiche_HN_buying,paid_display,meta_ads_display
Firefox,iOS, iOS 14.6, iPad Pro 12.9,ArtAlchemy_VC_performance,paid_social,youtube_ads
Firefox,Android, Android 11, Samsung Galaxy S20,LuxuryLounge_YT_broad,paid_retargeting,google_ads_retargeting
Safari (in-app),Android, Android 9, Samsung Galaxy S9+,VintageVoyage_BB_broad,direct,direct
Firefox,Android, Android 11, Samsung Galaxy A51,BackToSchool_AU_buying,paid_social,x_ads
Samsung Internet,Windows, Windows 11, Surface Laptop 4,AdventureAtlas_JM_performance,organic,search
Samsung Internet,Android, Android 11, OnePlus 9,GardenGala_EH_performance,paid_social,pinterest_ads
Firefox,Android, Android 12, Samsung Galaxy A52,GardenGala_EH_performance,paid_search,google_ads_brand
Firefox,Android, Android 10, OnePlus 8,MusicMajesty_BB_buying,paid_display,meta_ads_display
Samsung Internet,Windows, Windows 10, Dell XPS 13,SportsSpectacle_PA_broad,paid_display,google_ads_display
Opera,Windows, Windows 11, Lenovo IdeaPad Flex 5,KidsKingdom_AR_broad,paid_retargeting,google_ads_retargeting
Safari (in-app),Windows, Windows 10, Dell Vostro 15 7500,TravelFiesta_IN_performance,paid_display,google_ads_display
Firefox,Windows, Windows 10, Dell G5 15,HomeHarbor_CC_buying,paid_retargeting,google_ads_retargeting
Opera,Windows, Windows 11, Asus ZenBook Flip 13,GardenGala_IE_performance,paid_display,meta_ads_display
Firefox,Windows, Windows 10, Lenovo ThinkPad P1,ToyTemple_DM_buying,organic,search
Safari,Android, Android 8, LG G7 ThinQ,FashionWeek_IT_performance,paid_social,x_ads
Edge,Android, Android 11, Samsung Galaxy S20,ToyTemple_FK_broad,paid_social,pinterest_ads
Firefox,Android, Android 10, Samsung Galaxy A50,AdventureArchipelago_BL_buying,paid_social,pinterest_ads
Edge,Windows, Windows 10, Asus VivoBook Flip 14,VintageVault_PT_buying,paid_social,meta_ads_shopping
Chrome,Android, Android 11, Samsung Galaxy Tab S7,NatureNest_IL_performance,paid_display,meta_ads_display
Safari (in-app),macOS, macOS Big Sur, MacBook Air,JewelryJunction_SH_performance,paid_display,meta_ads_display
Opera,macOS, macOS Monterey, MacBook Pro (16-inch 2021),[''],HealthHaven_SV_broad,paid_search,google_ads_brand
Chrome,Android, Android 10, Samsung Galaxy A70,GadgetGrove_WS_broad,paid_retargeting,google_ads_retargeting
Firefox,Android, Android 11, Samsung Galaxy S20,FashionWeek_IT_performance,paid_display,meta_ads_display
Safari (in-app),macOS, macOS Catalina, iMac Pro (2019),TechTrove_SR_broad,paid_social,pinterest_ads
Firefox,macOS, macOS Big Sur, iMac (21.5-inch Late 2020),GourmetGrove_MQ_buying,paid_social,meta_ads_awareness
Chrome,Windows, Windows 11, Asus TUF Gaming A15,[''],GardenGala_IE_performance,paid_social,linkedin_ads
Edge,Windows, Windows 10, Asus ROG Zephyrus G14,LuxuryLobby_HT_performance,paid_display,google_ads_display
Firefox,Android, Android 9, Samsung Galaxy S9+,CraftCraze_BZ_buying,paid_social,pinterest_ads
Samsung Internet,Windows, Windows 8.1, Lenovo Yoga 920,BeautyBoulevard_MQ_buying,paid_social,x_ads
Safari (in-app),Android, Android 10, Samsung Galaxy A70,TravelTrove_DG_performance,paid_retargeting,google_ads_retargeting
Firefox,macOS, macOS Catalina, MacBook Pro (13-inch Early 2019),GourmetGrove_SL_broad,paid_search,google_ads_brand
Safari (in-app),macOS, macOS Catalina, MacBook Pro (16-inch 2019),ArtAlchemy_VC_performance,paid_social,meta_ads_awareness
Edge,Windows, Windows 11, Dell Alienware m15 R4,[''],MusicMajesty_HM_performance,organic,search
Safari (in-app),Android, Android 11, Samsung Galaxy S20,GourmetGala_MH_performance,paid_social,pinterest_ads
Firefox,macOS, macOS Big Sur, MacBook Air (M1 2020),[''],HomeHarmony_TT_broad,paid_social,linkedin_ads
Firefox,Windows, Windows 11, Dell XPS 15,[''],HealthHive_WS_performance,paid_social,youtube_ads
Safari,Android, Android 11, Samsung Galaxy S20,HealthHub_PN_buying,paid_display,meta_ads_display
Safari,iOS, iOS 14.4, iPhone 12 Mini,HealthHub_HU_buying,paid_social,meta_ads_shopping
Firefox,Android, Android 10, Samsung Galaxy S10,FashionFestival_GP_performance,organic,search
Edge,Windows, Windows 11, Asus ZenBook Flip 13,ArtAtrium_BM_buying,paid_search,google_ads_shopping
Opera,macOS, macOS Catalina, MacBook Pro (15-inch 2019),FashionFestival_GP_performance,paid_display,google_ads_display
Safari (in-app),Windows, Windows 11, Asus ZenBook Flip 13,LuxuryLounge_NL_broad,paid_search,google_ads_shopping
Safari,macOS, macOS Monterey, MacBook Air (Retina 13-inch Mid 2021),ToyTreasure_NO_performance,organic,search
Chrome,Windows, Windows 10, Lenovo ThinkPad X1 Carbon,WellnessWave_RE_broad,paid_social,linkedin_ads
Firefox,Android, Android 9, Samsung Galaxy A30,JewelryJunction_AQ_buying,paid_social,pinterest_ads
Safari,Android, Android 11, Samsung Galaxy Note 20 Ultra,HomeHarmony_TT_broad,paid_search,google_ads_shopping
Edge,Android, Android 8, Samsung Galaxy S8,HomeHarbor_CC_buying,direct,direct
Firefox,iOS, iOS 13.7, iPhone X,CraftCarnival_TT_buying,paid_search,google_ads_brand
Samsung Internet,iOS, iOS 15.0, iPhone 13,BackToSchool_AU_buying,paid_social,meta_ads_shopping
Safari (in-app),Windows, Windows 11, Dell Precision 7550,NatureNiche_HN_buying,direct,direct
Firefox,Windows, Windows 10, Asus ROG Zephyrus G14,ToyTreasure_CP_performance,paid_display,meta_ads_display
Opera,Windows, Windows 11, Dell Alienware m15 R4,[''],BookBazaar_SE_broad,paid_display,meta_ads_display
Safari,Windows, Windows 11, Asus ROG Flow X13,WellnessWave_PW_buying,organic,search
Edge,macOS, macOS Big Sur, MacBook Pro (M1 13-inch 2020),[''],JewelryJubilee_DK_buying,organic,search
Edge,Android, Android 8, Samsung Galaxy S8+,VintageVoyage_BB_broad,paid_social,meta_ads_awareness
Chrome,Windows, Windows 10, Asus VivoBook Flip 14,FashionWeek_IT_performance,paid_display,meta_ads_display
Samsung Internet,Windows, Windows 8.1, Lenovo Yoga 920,EcoExhibit_GR_performance,paid_display,meta_ads_display
Opera,macOS, macOS Monterey, MacBook Pro (16-inch 2021),[''],TravelTrove_PY_buying,paid_display,meta_ads_display
Edge,Windows, Windows 10, Lenovo Yoga C940,VintageVault_PT_buying,paid_search,google_ads_shopping
Safari (in-app),Android, Android 12, Samsung Galaxy Note 21,[''],HomeHaven_GP_performance,paid_social,pinterest_ads
Safari,Android, Android 10, Samsung Galaxy S10e,SportsSensation_GF_performance,paid_search,google_ads_shopping
Firefox,Android, Android 11, Samsung Galaxy Z Flip,MusicMajesty_HM_performance,paid_social,youtube_ads
Edge,macOS, macOS Catalina, MacBook Pro (13-inch Early 2019),WellnessWave_PW_buying,paid_search,google_ads_brand
Safari (in-app),Android, Android 8, Samsung Galaxy Note 8,FoodFiesta_GG_buying,paid_search,google_ads_shopping
Safari,Windows, Windows 10, Dell Vostro 15 7500,NatureNiche_HN_buying,paid_retargeting,google_ads_retargeting
Firefox,Android, Android 12, OnePlus 9 Pro,PetParty_VC_performance,paid_social,meta_ads_shopping
Safari (in-app),Android, Android 9, Samsung Galaxy Note 9,PetParty_AG_performance,paid_social,meta_ads_awareness
Opera,macOS, macOS Big Sur, MacBook Air,SportsSpectacle_IO_buying,paid_search,google_ads_brand
Samsung Internet,Android, Android 8, Samsung Galaxy J7,ToyTemple_DM_buying,paid_social,pinterest_ads
Safari,Windows, Windows 10, Dell XPS 13,WellnessWorld_EC_performance,direct,direct
Firefox,Windows, Windows 8.1, Lenovo Yoga 920,GourmetGrove_MQ_buying,paid_social,meta_ads_awareness
Opera,macOS, macOS Monterey, iMac (Retina 5K 27-inch Early 2021),UrbanUtopia_GU_performance,paid_social,meta_ads_shopping
Samsung Internet,Android, Android 10, Samsung Galaxy Z Fold 2,GourmetGrove_BO_broad,paid_social,meta_ads_awareness
Edge,iOS, iOS 14.6, iPad Pro 12.9,LuxuryLounge_NL_broad,paid_social,youtube_ads
Safari (in-app),Windows, Windows 10, Asus VivoBook Flip 14,NatureNiche_HN_buying,paid_retargeting,meta_ads_retargeting
Firefox,Windows, Windows 11, Dell Precision 7550,SportsMania_BR_broad,paid_display,google_ads_display
Firefox,Windows, Windows 11, Dell Inspiron 13 7000,SportsMania_BR_broad,paid_search,google_ads_brand
Chrome,Android, Android 10, Samsung Galaxy Z Fold 2,MusicMajesty_HM_performance,paid_retargeting,google_ads_retargeting
Safari,Android, Android 12, OnePlus 9 Pro,TravelTrove_PY_buying,organic,search
Safari (in-app),macOS, macOS Catalina, iMac (27-inch 2019),FashionFiesta_FM_broad,paid_social,youtube_ads
Chrome,Android, Android 10, Samsung Galaxy S10,GadgetGrove_CR_buying,paid_social,x_ads
Edge,Windows, Windows 11, Dell XPS 15,[''],VintageVault_TF_buying,paid_retargeting,google_ads_retargeting
Safari,macOS, macOS Big Sur, MacBook Pro (16-inch 2020),CraftCarnival_TV_broad,direct,direct
Safari,Android, Android 10, Samsung Galaxy S10,TechTrove_VU_broad,paid_search,google_ads_brand
Opera,macOS, macOS Monterey, iMac (Retina 4.5K 24-inch 2021),PetParty_AG_performance,paid_social,x_ads
Firefox,Android, Android 10, Samsung Galaxy A50,ArtAuction_BE_broad,paid_social,pinterest_ads
Edge,Windows, Windows 10, Dell XPS 13,TravelTrove_DG_performance,paid_display,meta_ads_display
Firefox,Windows, Windows 10, Dell G5 15,GourmetGala_MH_performance,paid_retargeting,google_ads_retargeting
Firefox,macOS, macOS Monterey," MacBook Pro 16""",PetParty_AG_performance,paid_social,meta_ads_shopping
Chrome,Windows, Windows 10, Lenovo ThinkPad L13 Yoga,GourmetGrove_MQ_buying,paid_social,pinterest_ads
Safari (in-app),Android, Android 9, Samsung Galaxy S9,JewelryJunction_SH_performance,paid_social,x_ads
Safari (in-app),iOS, iOS 14.2, iPhone 12,AutoAvenue_CZ_broad,paid_social,linkedin_ads
Opera,Android, Android 10, Samsung Galaxy S10e,LuxuryLounge_YT_broad,paid_display,google_ads_display
Opera,Android, Android 10, Samsung Galaxy S10,HealthHive_WS_performance,paid_search,google_ads_shopping
Samsung Internet,Android, Android 9, Samsung Galaxy Note 9,VintageVoyage_BB_broad,paid_search,google_ads_shopping
Edge,macOS, macOS Big Sur, iMac (2020),AdventureAtlas_JM_performance,paid_search,google_ads_shopping
Firefox,Windows, Windows 8.1, Lenovo Yoga 920,FoodFusion_AG_broad,paid_retargeting,meta_ads_retargeting
Safari (in-app),Windows, Windows 11, Dell Alienware m15 R4,[''],NatureNook_MP_broad,paid_display,meta_ads_display
Safari (in-app),macOS, macOS Monterey, MacBook Air (Retina 13-inch Mid 2021),EcoExhibit_GR_performance,paid_display,google_ads_display
Firefox,macOS, macOS Big Sur, MacBook Air (Retina 13-inch Early 2020),BeautyBlitz_SA_performance,paid_display,google_ads_display
Safari (in-app),Android, Android 11, Samsung Galaxy S20 Ultra,TravelFiesta_IN_performance,paid_search,google_ads_shopping
Edge,iOS, iOS 13.7, iPhone X,KidsKingdom_NC_performance,paid_display,meta_ads_display
Opera,macOS, macOS Monterey, MacBook Air (Retina 13-inch Mid 2021),GourmetGala_MH_performance,paid_social,pinterest_ads
Firefox,macOS, macOS Big Sur, MacBook Air (M1 2020),[''],SportsSpectacle_IO_buying,paid_display,meta_ads_display
Firefox,Android, Android 11, Google Pixel 5,NewYearBlast_ES_performance,paid_social,youtube_ads
Safari,macOS, macOS Monterey, MacBook Pro (13-inch M1 2020),[''],KidsKingdom_AR_broad,paid_social,linkedin_ads
Samsung Internet,Android, Android 9, Samsung Galaxy S9+,BeautyBoulevard_MQ_buying,paid_social,x_ads
Chrome,macOS, macOS Big Sur, MacBook Pro (16-inch Late 2020),GardenGala_EH_performance,paid_search,google_ads_shopping
Firefox,Android, Android 9, Samsung Galaxy S9,AutoAlley_VC_performance,paid_social,x_ads
Opera,iOS, iOS 14.3, iPhone 12 Pro,LuxuryLobby_TK_buying,paid_retargeting,google_ads_retargeting
Firefox,Android, Android 10, Samsung Galaxy S10e,BookBazaar_SE_broad,paid_social,youtube_ads
Firefox,macOS, macOS Catalina, MacBook Pro (15-inch 2019),MusicMajesty_KI_broad,paid_social,youtube_ads
Chrome,Android, Android 12, Samsung Galaxy Z Fold 3,[''],SummerFest_UK_performance,paid_social,youtube_ads
Firefox,Android, Android 9, Samsung Galaxy S9,FashionFestival_BW_buying,paid_social,meta_ads_awareness
Samsung Internet,macOS, macOS Monterey, MacBook Air (Retina 13-inch 2021),UrbanUniverse_MS_broad,organic,search
Safari (in-app),Windows, Windows 11, Asus TUF Gaming A15,[''],PetParty_VC_performance,paid_display,google_ads_display
Firefox,Android, Android 10, Samsung Galaxy S10e,WellnessWave_AW_performance,paid_social,x_ads
Safari (in-app),macOS, macOS Big Sur, iMac (2020),AdventureAtlas_JM_performance,paid_social,meta_ads_awareness
Samsung Internet,Android, Android 9, Samsung Galaxy S9+,UrbanUniverse_MS_broad,paid_social,x_ads
Safari (in-app),Android, Android 12, OnePlus 9 Pro,GourmetGrove_SL_broad,paid_social,x_ads
Chrome,Windows, Windows 11, Dell Inspiron 14 5000,KidsKingdom_NC_performance,organic,search
Samsung Internet,iOS, iOS 13.7, iPhone X,FashionWeek_IT_performance,paid_search,google_ads_shopping
Safari,Windows, Windows 11, Dell XPS 15,[''],AutumnDeals_JP_buying,organic,search
Samsung Internet,Android, Android 8, Samsung Galaxy Note 8,TechTrends_PM_buying,direct,direct
Safari (in-app),Android, Android 11, Samsung Galaxy S20,SportsSpectacle_PA_broad,paid_retargeting,meta_ads_retargeting
Edge,macOS, macOS Big Sur, MacBook Pro (13-inch Mid 2020),GardenGala_IE_performance,organic,search
Safari,macOS, macOS Big Sur, iMac (24-inch M1 2020),[''],KidsKarnival_GF_broad,paid_social,meta_ads_shopping
Firefox,macOS, macOS Big Sur, MacBook Pro (16-inch Late 2020),BeautyBoulevard_PG_buying,paid_display,google_ads_display
Samsung Internet,Android, Android 12, Samsung Galaxy Note 21,[''],ToyTemple_DM_buying,paid_social,pinterest_ads
Samsung Internet,Windows, Windows 11, Lenovo Legion 5 Pro,[''],LuxuryLounge_YT_broad,paid_social,linkedin_ads
Edge,macOS, macOS Catalina, MacBook Air (Retina 13-inch 2019),EcoExhibit_GR_performance,direct,direct
Chrome,macOS, macOS Big Sur, MacBook Pro (M1 13-inch 2020),[''],SportsSpectacle_IO_buying,paid_social,pinterest_ads
Opera,macOS, macOS Monterey, iMac (24-inch M1 2021),FashionFestival_BW_buying,paid_social,meta_ads_awareness
Edge,Windows, Windows 10, Lenovo Yoga C940,MovieMania_AT_broad,direct,direct
Opera,Windows, Windows 10, Dell Vostro 15 7500,KidsKingdom_NC_performance,paid_search,google_ads_brand
Samsung Internet,Android, Android 11, Samsung Galaxy Z Flip,HomeHarmony_BM_broad,paid_display,google_ads_display
Edge,Windows, Windows 11, Dell XPS 15,[''],ArtAlchemy_BS_performance,paid_retargeting,meta_ads_retargeting
Firefox,Windows, Windows 11, Asus ROG Flow X13,VintageVoyage_DM_broad,organic,search
Edge,Android, Android 8, Samsung Galaxy J7,ToyTreasure_CK_broad,paid_display,google_ads_display
Firefox,Android, Android 11, Samsung Galaxy Note 20,ToyTreasure_NO_performance,organic,search
Opera,macOS, macOS Monterey, iMac (Retina 4.5K 24-inch 2021),NatureNest_IL_performance,paid_retargeting,meta_ads_retargeting
Edge,Android, Android 7, HTC U11,SportsSpectacle_IO_buying,paid_social,linkedin_ads
Firefox,Android, Android 9, Samsung Galaxy S9,BeautyBoulevard_MQ_buying,paid_social,meta_ads_awareness
Chrome,Windows, Windows 8.1, Lenovo Yoga 920,FitnessFrenzy_ZA_buying,paid_social,meta_ads_shopping
Safari,macOS, macOS Big Sur, iMac (27-inch 2020),SportsSensation_FJ_performance,paid_search,google_ads_shopping
Firefox,Android, Android 11, Samsung Galaxy S20,TechTrends_PM_buying,paid_retargeting,meta_ads_retargeting
Firefox,Windows, Windows 10, Lenovo ThinkPad L13 Yoga,MusicMystique_MF_broad,paid_social,x_ads
Chrome,macOS, macOS Big Sur, MacBook Pro (13-inch Mid 2020),MusicMela_NZ_performance,paid_social,x_ads
Edge,Android, Android 10, Samsung Galaxy S10,ArtAlchemy_BS_performance,direct,direct
Safari (in-app),Windows, Windows 11, Dell Inspiron 14 5000,JewelryJunction_KN_broad,paid_social,meta_ads_awareness
Safari,Android, Android 11, Samsung Galaxy Z Flip,MusicMela_NZ_performance,paid_retargeting,google_ads_retargeting
Samsung Internet,Android, Android 11, Samsung Galaxy S20,CraftCraze_BZ_buying,paid_social,meta_ads_awareness
Safari (in-app),iOS, iOS 15.0, iPhone 13,AdventureAtlas_JM_performance,paid_search,google_ads_brand
Safari (in-app),Android, Android 11, Samsung Galaxy Note 20,ToyTemple_FK_broad,paid_social,pinterest_ads
Opera,iOS, iOS 15.0, iPhone 13,HealthHaven_SV_broad,paid_social,linkedin_ads
Samsung Internet,Windows, Windows 8.1, Lenovo Yoga 920,HealthHive_WS_performance,paid_social,pinterest_ads
Opera,macOS, macOS Big Sur, iMac (2020),PetParade_AX_broad,paid_social,linkedin_ads
Samsung Internet,Windows, Windows 11, Lenovo ThinkPad T14s,[''],AutumnDeals_JP_buying,paid_display,google_ads_display
Safari,macOS, macOS Big Sur, iMac (2020),TechTrove_VU_broad,direct,direct
Firefox,iOS, iOS 14.5, iPhone SE (2nd),WellnessWave_CO_broad,paid_retargeting,meta_ads_retargeting
Safari (in-app),Windows, Windows 11, Lenovo IdeaPad 3,FashionFiesta_FM_broad,paid_search,google_ads_shopping
Safari (in-app),macOS, macOS Big Sur, MacBook Air (Retina 13-inch Early 2020),ToyTreasure_CK_broad,paid_social,youtube_ads
Opera,Windows, Windows 11, Surface Laptop 4,AutoAlley_GT_performance,paid_retargeting,meta_ads_retargeting
Firefox,macOS, macOS Monterey," MacBook Pro 16""",ArtAuction_BE_broad,paid_social,youtube_ads
Chrome,Android, Android 10, Samsung Galaxy Note 10+,FoodFusion_AI_performance,paid_social,youtube_ads
Samsung Internet,Android, Android 11, Samsung Galaxy A71,GardenGala_EH_performance,paid_retargeting,google_ads_retargeting
Firefox,macOS, macOS Catalina, MacBook Pro (15-inch 2019),BeautyBlast_DO_performance,paid_social,meta_ads_shopping
Firefox,Android, Android 12, Samsung Galaxy Z Fold 3,[''],WellnessWave_RE_broad,direct,direct
Safari (in-app),macOS, macOS Big Sur, MacBook Pro (16-inch 2020),FoodFiesta_MX_buying,paid_display,meta_ads_display
Safari,Windows, Windows 11, Lenovo Legion 5 Pro,[''],GardenGala_EH_performance,paid_social,youtube_ads
Edge,Android, Android 10, Samsung Galaxy S10,FashionFestival_BW_buying,paid_social,pinterest_ads
Firefox,Android, Android 11, Samsung Galaxy S20 Ultra,UrbanUtopia_GU_performance,paid_search,google_ads_brand
